Tanggal Train,Jam Train,Data Train
4/9/2004,19:00:00,930
4/9/2004,20:00:00,930
4/9/2004,21:00:00,930
4/9/2004,22:00:00,930
4/9/2004,23:00:00,866
4/10/2004,0:00:00,1014
4/10/2004,1:00:00,929
4/10/2004,2:00:00,951
4/10/2004,3:00:00,1142
4/10/2004,4:00:00,1163
4/10/2004,5:00:00,1121
4/10/2004,6:00:00,988
4/10/2004,7:00:00,895
4/10/2004,8:00:00,837
4/10/2004,9:00:00,869
4/10/2004,10:00:00,897
4/10/2004,11:00:00,971
4/10/2004,12:00:00,973
4/10/2004,13:00:00,1054
4/10/2004,14:00:00,1152
4/10/2004,15:00:00,1055
4/10/2004,16:00:00,1084
4/10/2004,17:00:00,1027
4/10/2004,18:00:00,949
4/10/2004,19:00:00,871
4/10/2004,20:00:00,861
4/10/2004,21:00:00,916
4/10/2004,22:00:00,812
4/10/2004,23:00:00,844
4/11/2004,0:00:00,1047
4/11/2004,1:00:00,1144
4/11/2004,2:00:00,1160
4/11/2004,3:00:00,1162
4/11/2004,4:00:00,1224
4/11/2004,5:00:00,1244
4/11/2004,6:00:00,1259
4/11/2004,7:00:00,1240
4/11/2004,8:00:00,1196
4/11/2004,9:00:00,1177
4/11/2004,10:00:00,1040
4/11/2004,11:00:00,1014
4/11/2004,12:00:00,969
4/11/2004,13:00:00,1209
4/11/2004,14:00:00,1452
4/11/2004,15:00:00,1409
4/11/2004,16:00:00,1348
4/11/2004,17:00:00,1299
4/11/2004,18:00:00,1225
4/11/2004,19:00:00,1079
4/11/2004,20:00:00,1220
4/11/2004,21:00:00,1223
4/11/2004,22:00:00,1272
4/11/2004,23:00:00,1256
4/12/2004,0:00:00,1474
4/12/2004,1:00:00,1615
4/12/2004,2:00:00,1448
4/12/2004,3:00:00,1452
4/12/2004,4:00:00,1822
4/12/2004,5:00:00,1923
4/12/2004,6:00:00,1756
4/12/2004,7:00:00,1613
4/12/2004,8:00:00,1453
4/12/2004,9:00:00,1268
4/12/2004,10:00:00,1210
4/12/2004,11:00:00,1105
4/12/2004,12:00:00,1201
4/12/2004,13:00:00,1415
4/12/2004,14:00:00,1415
4/12/2004,15:00:00,1189
4/12/2004,16:00:00,1222
4/12/2004,17:00:00,1197
4/12/2004,18:00:00,1149
4/12/2004,19:00:00,1065
4/12/2004,20:00:00,1176
4/12/2004,21:00:00,1269
4/12/2004,22:00:00,1271
4/12/2004,23:00:00,1322
4/13/2004,0:00:00,1368
4/13/2004,1:00:00,1499
4/13/2004,2:00:00,1581
4/13/2004,3:00:00,1482
4/13/2004,4:00:00,1565
4/13/2004,5:00:00,1251
4/13/2004,6:00:00,960
4/13/2004,7:00:00,667
4/13/2004,8:00:00,620
4/13/2004,9:00:00,797
4/13/2004,10:00:00,956
4/13/2004,11:00:00,934
4/13/2004,12:00:00,972
4/13/2004,13:00:00,994
4/13/2004,14:00:00,935
4/13/2004,15:00:00,877
4/13/2004,16:00:00,920
4/13/2004,17:00:00,755
4/13/2004,18:00:00,630
4/13/2004,19:00:00,631
4/13/2004,20:00:00,726
4/13/2004,21:00:00,845
4/13/2004,22:00:00,843
4/13/2004,23:00:00,925
4/14/2004,0:00:00,1032
4/14/2004,1:00:00,1086
4/14/2004,2:00:00,1207
4/14/2004,3:00:00,1325
4/14/2004,4:00:00,1349
4/14/2004,5:00:00,1191
4/14/2004,6:00:00,947
4/14/2004,7:00:00,669
4/14/2004,8:00:00,569
4/14/2004,9:00:00,659
4/14/2004,10:00:00,780
4/14/2004,11:00:00,882
4/14/2004,12:00:00,859
4/14/2004,13:00:00,877
4/14/2004,14:00:00,788
4/14/2004,15:00:00,790
4/14/2004,16:00:00,895
4/14/2004,17:00:00,826
4/14/2004,18:00:00,799
4/14/2004,19:00:00,789
4/14/2004,20:00:00,675
4/14/2004,21:00:00,730
4/14/2004,22:00:00,870
4/14/2004,23:00:00,964
4/15/2004,0:00:00,1034
4/15/2004,1:00:00,1163
4/15/2004,2:00:00,1243
4/15/2004,3:00:00,1331
4/15/2004,4:00:00,1416
4/15/2004,5:00:00,1255
4/15/2004,6:00:00,906
4/15/2004,7:00:00,625
4/15/2004,8:00:00,609
4/15/2004,9:00:00,633
4/15/2004,10:00:00,661
4/15/2004,11:00:00,661
4/15/2004,12:00:00,689
4/15/2004,13:00:00,709
4/15/2004,14:00:00,681
4/15/2004,15:00:00,748
4/15/2004,16:00:00,746
4/15/2004,17:00:00,594
4/15/2004,18:00:00,533
4/15/2004,19:00:00,482
4/15/2004,20:00:00,553
4/15/2004,21:00:00,587
4/15/2004,22:00:00,802
4/15/2004,23:00:00,877
4/16/2004,0:00:00,882
4/16/2004,1:00:00,887
4/16/2004,2:00:00,899
4/16/2004,3:00:00,1159
4/16/2004,4:00:00,1030
4/16/2004,5:00:00,941
4/16/2004,6:00:00,778
4/16/2004,7:00:00,579
4/16/2004,8:00:00,636
4/16/2004,9:00:00,827
4/16/2004,10:00:00,823
4/16/2004,11:00:00,781
4/16/2004,12:00:00,802
4/16/2004,13:00:00,653
4/16/2004,14:00:00,613
4/16/2004,15:00:00,650
4/16/2004,16:00:00,649
4/16/2004,17:00:00,582
4/16/2004,18:00:00,627
4/16/2004,19:00:00,560
4/16/2004,20:00:00,627
4/16/2004,21:00:00,737
4/16/2004,22:00:00,803
4/16/2004,23:00:00,794
4/17/2004,0:00:00,846
4/17/2004,1:00:00,869
4/17/2004,2:00:00,887
4/17/2004,3:00:00,958
4/17/2004,4:00:00,1158
4/17/2004,5:00:00,1055
4/17/2004,6:00:00,1002
4/17/2004,7:00:00,905
4/17/2004,8:00:00,849
4/17/2004,9:00:00,911
4/17/2004,10:00:00,838
4/17/2004,11:00:00,969
4/17/2004,12:00:00,1054
4/17/2004,13:00:00,939
4/17/2004,14:00:00,1130
4/17/2004,15:00:00,1054
4/17/2004,16:00:00,1033
4/17/2004,17:00:00,1043
4/17/2004,18:00:00,1014
4/17/2004,19:00:00,909
4/17/2004,20:00:00,900
4/17/2004,21:00:00,1022
4/17/2004,22:00:00,919
4/17/2004,23:00:00,798
4/18/2004,0:00:00,897
4/18/2004,1:00:00,942
4/18/2004,2:00:00,982
4/18/2004,3:00:00,988
4/18/2004,4:00:00,1144
4/18/2004,5:00:00,1309
4/18/2004,6:00:00,1268
4/18/2004,7:00:00,1266
4/18/2004,8:00:00,1154
4/18/2004,9:00:00,1052
4/18/2004,10:00:00,901
4/18/2004,11:00:00,873
4/18/2004,12:00:00,980
4/18/2004,13:00:00,1136
4/18/2004,14:00:00,1140
4/18/2004,15:00:00,929
4/18/2004,16:00:00,921
4/18/2004,17:00:00,916
4/18/2004,18:00:00,876
4/18/2004,19:00:00,744
4/18/2004,20:00:00,847
4/18/2004,21:00:00,854
4/18/2004,22:00:00,920
4/18/2004,23:00:00,826
4/19/2004,0:00:00,871
4/19/2004,1:00:00,1029
4/19/2004,2:00:00,1103
4/19/2004,3:00:00,1275
4/19/2004,4:00:00,1238
4/19/2004,5:00:00,1242
4/19/2004,6:00:00,913
4/19/2004,7:00:00,680
4/19/2004,8:00:00,652
4/19/2004,9:00:00,876
4/19/2004,10:00:00,947
4/19/2004,11:00:00,950
4/19/2004,12:00:00,811
4/19/2004,13:00:00,743
4/19/2004,14:00:00,892
4/19/2004,15:00:00,872
4/19/2004,16:00:00,797
4/19/2004,17:00:00,808
4/19/2004,18:00:00,916
4/19/2004,19:00:00,921
4/19/2004,20:00:00,960
4/19/2004,21:00:00,1085
4/19/2004,22:00:00,1056
4/19/2004,23:00:00,1017
4/20/2004,0:00:00,1136
4/20/2004,1:00:00,1222
4/20/2004,2:00:00,1429
4/20/2004,3:00:00,1587
4/20/2004,4:00:00,1523
4/20/2004,5:00:00,1260
4/20/2004,6:00:00,942
4/20/2004,7:00:00,638
4/20/2004,8:00:00,540
4/20/2004,9:00:00,637
4/20/2004,10:00:00,678
4/20/2004,11:00:00,648
4/20/2004,12:00:00,658
4/20/2004,13:00:00,720
4/20/2004,14:00:00,859
4/20/2004,15:00:00,956
4/20/2004,16:00:00,844
4/20/2004,17:00:00,712
4/20/2004,18:00:00,599
4/20/2004,19:00:00,612
4/20/2004,20:00:00,663
4/20/2004,21:00:00,792
4/20/2004,22:00:00,932
4/20/2004,23:00:00,866
4/21/2004,0:00:00,1071
4/21/2004,1:00:00,976
4/21/2004,2:00:00,1172
4/21/2004,3:00:00,1197
4/21/2004,4:00:00,1301
4/21/2004,5:00:00,1160
4/21/2004,6:00:00,887
4/21/2004,7:00:00,572
4/21/2004,8:00:00,478
4/21/2004,9:00:00,619
4/21/2004,10:00:00,668
4/21/2004,11:00:00,849
4/21/2004,12:00:00,900
4/21/2004,13:00:00,914
4/21/2004,14:00:00,953
4/21/2004,15:00:00,988
4/21/2004,16:00:00,944
4/21/2004,17:00:00,765
4/21/2004,18:00:00,601
4/21/2004,19:00:00,584
4/21/2004,20:00:00,635
4/21/2004,21:00:00,753
4/21/2004,22:00:00,847
4/21/2004,23:00:00,933
4/22/2004,0:00:00,973
4/22/2004,1:00:00,1058
4/22/2004,2:00:00,1141
4/22/2004,3:00:00,1242
4/22/2004,4:00:00,1295
4/22/2004,5:00:00,1276
4/22/2004,6:00:00,990
4/22/2004,7:00:00,767
4/22/2004,8:00:00,623
4/22/2004,9:00:00,593
4/22/2004,10:00:00,694
4/22/2004,11:00:00,766
4/22/2004,12:00:00,814
4/22/2004,13:00:00,893
4/22/2004,14:00:00,908
4/22/2004,15:00:00,824
4/22/2004,16:00:00,806
4/22/2004,17:00:00,679
4/22/2004,18:00:00,661
4/22/2004,19:00:00,587
4/22/2004,20:00:00,701
4/22/2004,21:00:00,835
4/22/2004,22:00:00,982
4/22/2004,23:00:00,976
4/23/2004,0:00:00,873
4/23/2004,1:00:00,958
4/23/2004,2:00:00,1155
4/23/2004,3:00:00,1202
4/23/2004,4:00:00,1213
4/23/2004,5:00:00,1186
4/23/2004,6:00:00,1041
4/23/2004,7:00:00,627
4/23/2004,8:00:00,523
4/23/2004,9:00:00,621
4/23/2004,10:00:00,706
4/23/2004,11:00:00,677
4/23/2004,12:00:00,728
4/23/2004,13:00:00,757
4/23/2004,14:00:00,729
4/23/2004,15:00:00,680
4/23/2004,16:00:00,679
4/23/2004,17:00:00,599
4/23/2004,18:00:00,615
4/23/2004,19:00:00,557
4/23/2004,20:00:00,660
4/23/2004,21:00:00,816
4/23/2004,22:00:00,770
4/23/2004,23:00:00,777
4/24/2004,0:00:00,736
4/24/2004,1:00:00,707
4/24/2004,2:00:00,827
4/24/2004,3:00:00,916
4/24/2004,4:00:00,1045
4/24/2004,5:00:00,1045
4/24/2004,6:00:00,931
4/24/2004,7:00:00,794
4/24/2004,8:00:00,681
4/24/2004,9:00:00,685
4/24/2004,10:00:00,787
4/24/2004,11:00:00,765
4/24/2004,12:00:00,738
4/24/2004,13:00:00,879
4/24/2004,14:00:00,798
4/24/2004,15:00:00,884
4/24/2004,16:00:00,845
4/24/2004,17:00:00,860
4/24/2004,18:00:00,725
4/24/2004,19:00:00,661
4/24/2004,20:00:00,651
4/24/2004,21:00:00,906
4/24/2004,22:00:00,1157
4/24/2004,23:00:00,1157
4/25/2004,0:00:00,1181
4/25/2004,1:00:00,1131
4/25/2004,2:00:00,1161
4/25/2004,3:00:00,1083
4/25/2004,4:00:00,1535
4/25/2004,5:00:00,1783
4/25/2004,6:00:00,1718
4/25/2004,7:00:00,1496
4/25/2004,8:00:00,1476
4/25/2004,9:00:00,1370
4/25/2004,10:00:00,1346
4/25/2004,11:00:00,1320
4/25/2004,12:00:00,1290
4/25/2004,13:00:00,1389
4/25/2004,14:00:00,1488
4/25/2004,15:00:00,1343
4/25/2004,16:00:00,1274
4/25/2004,17:00:00,1228
4/25/2004,18:00:00,1122
4/25/2004,19:00:00,883
4/25/2004,20:00:00,976
4/25/2004,21:00:00,1103
4/25/2004,22:00:00,875
4/25/2004,23:00:00,1013
4/26/2004,0:00:00,1192
4/26/2004,1:00:00,1361
4/26/2004,2:00:00,1513
4/26/2004,3:00:00,1722
4/26/2004,4:00:00,1826
4/26/2004,5:00:00,1575
4/26/2004,6:00:00,1271
4/26/2004,7:00:00,982
4/26/2004,8:00:00,917
4/26/2004,9:00:00,1080
4/26/2004,10:00:00,1102
4/26/2004,11:00:00,1098
4/26/2004,12:00:00,1038
4/26/2004,13:00:00,1018
4/26/2004,14:00:00,1065
4/26/2004,15:00:00,1060
4/26/2004,16:00:00,1034
4/26/2004,17:00:00,864
4/26/2004,18:00:00,787
4/26/2004,19:00:00,811
4/26/2004,20:00:00,907
4/26/2004,21:00:00,1000
4/26/2004,22:00:00,1057
4/26/2004,23:00:00,1158
4/27/2004,0:00:00,1351
4/27/2004,1:00:00,1424
4/27/2004,2:00:00,1385
4/27/2004,3:00:00,1423
4/27/2004,4:00:00,1236
4/27/2004,5:00:00,1143
4/27/2004,6:00:00,843
4/27/2004,7:00:00,589
4/27/2004,8:00:00,630
4/27/2004,9:00:00,938
4/27/2004,10:00:00,968
4/27/2004,11:00:00,979
4/27/2004,12:00:00,829
4/27/2004,13:00:00,773
4/27/2004,14:00:00,898
4/27/2004,15:00:00,840
4/27/2004,16:00:00,903
4/27/2004,17:00:00,817
4/27/2004,18:00:00,766
4/27/2004,19:00:00,702
4/27/2004,20:00:00,716
4/27/2004,21:00:00,811
4/27/2004,22:00:00,905
4/27/2004,23:00:00,806
4/28/2004,0:00:00,880
4/28/2004,1:00:00,999
4/28/2004,2:00:00,1139
4/28/2004,3:00:00,1167
4/28/2004,4:00:00,1209
4/28/2004,5:00:00,1191
4/28/2004,6:00:00,892
4/28/2004,7:00:00,529
4/28/2004,8:00:00,571
4/28/2004,9:00:00,577
4/28/2004,10:00:00,692
4/28/2004,11:00:00,723
4/28/2004,12:00:00,755
4/28/2004,13:00:00,748
4/28/2004,14:00:00,684
4/28/2004,15:00:00,701
4/28/2004,16:00:00,768
4/28/2004,17:00:00,680
4/28/2004,18:00:00,567
4/28/2004,19:00:00,562
4/28/2004,20:00:00,597
4/28/2004,21:00:00,764
4/28/2004,22:00:00,845
4/28/2004,23:00:00,788
4/29/2004,0:00:00,838
4/29/2004,1:00:00,923
4/29/2004,2:00:00,1115
4/29/2004,3:00:00,1154
4/29/2004,4:00:00,1168
4/29/2004,5:00:00,1038
4/29/2004,6:00:00,827
4/29/2004,7:00:00,539
4/29/2004,8:00:00,461
4/29/2004,9:00:00,648
4/29/2004,10:00:00,875
4/29/2004,11:00:00,971
4/29/2004,12:00:00,829
4/29/2004,13:00:00,656
4/29/2004,14:00:00,654
4/29/2004,15:00:00,614
4/29/2004,16:00:00,615
4/29/2004,17:00:00,579
4/29/2004,18:00:00,553
4/29/2004,19:00:00,502
4/29/2004,20:00:00,608
4/29/2004,21:00:00,646
4/29/2004,22:00:00,694
4/29/2004,23:00:00,681
4/30/2004,0:00:00,733
4/30/2004,1:00:00,830
4/30/2004,2:00:00,897
4/30/2004,3:00:00,963
4/30/2004,4:00:00,1009
4/30/2004,5:00:00,1005
4/30/2004,6:00:00,818
4/30/2004,7:00:00,662
4/30/2004,8:00:00,638
4/30/2004,9:00:00,685
4/30/2004,10:00:00,736
4/30/2004,11:00:00,707
4/30/2004,12:00:00,673
4/30/2004,13:00:00,643
4/30/2004,14:00:00,695
4/30/2004,15:00:00,699
4/30/2004,16:00:00,644
4/30/2004,17:00:00,641
4/30/2004,18:00:00,622
4/30/2004,19:00:00,555
4/30/2004,20:00:00,625
4/30/2004,21:00:00,684
4/30/2004,22:00:00,689
4/30/2004,23:00:00,718
5/1/2004,0:00:00,709
5/1/2004,1:00:00,826
5/1/2004,2:00:00,939
5/1/2004,3:00:00,950
5/1/2004,4:00:00,1134
5/1/2004,5:00:00,1205
5/1/2004,6:00:00,1180
5/1/2004,7:00:00,916
5/1/2004,8:00:00,926
5/1/2004,9:00:00,854
5/1/2004,10:00:00,886
5/1/2004,11:00:00,909
5/1/2004,12:00:00,901
5/1/2004,13:00:00,1044
5/1/2004,14:00:00,1029
5/1/2004,15:00:00,928
5/1/2004,16:00:00,949
5/1/2004,17:00:00,948
5/1/2004,18:00:00,849
5/1/2004,19:00:00,759
5/1/2004,20:00:00,835
5/1/2004,21:00:00,866
5/1/2004,22:00:00,727
5/1/2004,23:00:00,765
5/2/2004,0:00:00,876
5/2/2004,1:00:00,893
5/2/2004,2:00:00,989
5/2/2004,3:00:00,910
5/2/2004,4:00:00,1141
5/2/2004,5:00:00,1212
5/2/2004,6:00:00,1138
5/2/2004,7:00:00,1036
5/2/2004,8:00:00,951
5/2/2004,9:00:00,920
5/2/2004,10:00:00,890
5/2/2004,11:00:00,1015
5/2/2004,12:00:00,1031
5/2/2004,13:00:00,1086
5/2/2004,14:00:00,1010
5/2/2004,15:00:00,948
5/2/2004,16:00:00,1047
5/2/2004,17:00:00,884
5/2/2004,18:00:00,809
5/2/2004,19:00:00,736
5/2/2004,20:00:00,789
5/2/2004,21:00:00,840
5/2/2004,22:00:00,858
5/2/2004,23:00:00,923
5/3/2004,0:00:00,903
5/3/2004,1:00:00,1169
5/3/2004,2:00:00,1228
5/3/2004,3:00:00,1284
5/3/2004,4:00:00,1256
5/3/2004,5:00:00,1067
5/3/2004,6:00:00,815
5/3/2004,7:00:00,577
5/3/2004,8:00:00,518
5/3/2004,9:00:00,597
5/3/2004,10:00:00,742
5/3/2004,11:00:00,858
5/3/2004,12:00:00,886
5/3/2004,13:00:00,911
5/3/2004,14:00:00,947
5/3/2004,15:00:00,896
5/3/2004,16:00:00,790
5/3/2004,17:00:00,630
5/3/2004,18:00:00,623
5/3/2004,19:00:00,660
5/3/2004,20:00:00,692
5/3/2004,21:00:00,777
5/3/2004,22:00:00,967
5/3/2004,23:00:00,872
5/4/2004,0:00:00,936
5/4/2004,1:00:00,1038
5/4/2004,2:00:00,1189
5/4/2004,3:00:00,1308
5/4/2004,4:00:00,1335
5/4/2004,5:00:00,1117
5/4/2004,6:00:00,780
5/4/2004,7:00:00,552
5/4/2004,8:00:00,556
5/4/2004,9:00:00,649
5/4/2004,10:00:00,898
5/4/2004,11:00:00,753
5/4/2004,12:00:00,725
5/4/2004,13:00:00,772
5/4/2004,14:00:00,753
5/4/2004,15:00:00,753
5/4/2004,16:00:00,971
5/4/2004,17:00:00,836
5/4/2004,18:00:00,612
5/4/2004,19:00:00,602
5/4/2004,20:00:00,591
5/4/2004,21:00:00,766
5/4/2004,22:00:00,1096
5/4/2004,23:00:00,1054
5/5/2004,0:00:00,1282
5/5/2004,1:00:00,1480
5/5/2004,2:00:00,1450
5/5/2004,3:00:00,1327
5/5/2004,4:00:00,1267
5/5/2004,5:00:00,1109
5/5/2004,6:00:00,912
5/5/2004,7:00:00,630
5/5/2004,8:00:00,571
5/5/2004,9:00:00,620
5/5/2004,10:00:00,737
5/5/2004,11:00:00,735
5/5/2004,12:00:00,709
5/5/2004,13:00:00,618
5/5/2004,14:00:00,631
5/5/2004,15:00:00,684
5/5/2004,16:00:00,824
5/5/2004,17:00:00,857
5/5/2004,18:00:00,717
5/5/2004,19:00:00,881
5/5/2004,20:00:00,850
5/5/2004,21:00:00,918
5/5/2004,22:00:00,1130
5/5/2004,23:00:00,1059
5/6/2004,0:00:00,1085
5/6/2004,1:00:00,1201
5/6/2004,2:00:00,1534
5/6/2004,3:00:00,1635
5/6/2004,4:00:00,1625
5/6/2004,5:00:00,1366
5/6/2004,6:00:00,1048
5/6/2004,7:00:00,729
5/6/2004,8:00:00,652
5/6/2004,9:00:00,705
5/6/2004,10:00:00,789
5/6/2004,11:00:00,869
5/6/2004,12:00:00,1035
5/6/2004,13:00:00,874
5/6/2004,14:00:00,733
5/6/2004,15:00:00,741
5/6/2004,16:00:00,730
5/6/2004,17:00:00,804
5/6/2004,18:00:00,892
5/6/2004,19:00:00,824
5/6/2004,20:00:00,870
5/6/2004,21:00:00,973
5/6/2004,22:00:00,1133
5/6/2004,23:00:00,938
5/7/2004,0:00:00,879
5/7/2004,1:00:00,896
5/7/2004,2:00:00,1160
5/7/2004,3:00:00,1227
5/7/2004,4:00:00,1269
5/7/2004,5:00:00,1260
5/7/2004,6:00:00,964
5/7/2004,7:00:00,657
5/7/2004,8:00:00,621
5/7/2004,9:00:00,741
5/7/2004,10:00:00,878
5/7/2004,11:00:00,1027
5/7/2004,12:00:00,989
5/7/2004,13:00:00,904
5/7/2004,14:00:00,940
5/7/2004,15:00:00,937
5/7/2004,16:00:00,869
5/7/2004,17:00:00,691
5/7/2004,18:00:00,684
5/7/2004,19:00:00,857
5/7/2004,20:00:00,940
5/7/2004,21:00:00,922
5/7/2004,22:00:00,927
5/7/2004,23:00:00,954
5/8/2004,0:00:00,1003
5/8/2004,1:00:00,1084
5/8/2004,2:00:00,1483
5/8/2004,3:00:00,1482
5/8/2004,4:00:00,1544
5/8/2004,5:00:00,1480
5/8/2004,6:00:00,1243
5/8/2004,7:00:00,1028
5/8/2004,8:00:00,857
5/8/2004,9:00:00,884
5/8/2004,10:00:00,910
5/8/2004,11:00:00,791
5/8/2004,12:00:00,760
5/8/2004,13:00:00,827
5/8/2004,14:00:00,1053
5/8/2004,15:00:00,1003
5/8/2004,16:00:00,1073
5/8/2004,17:00:00,992
5/8/2004,18:00:00,913
5/8/2004,19:00:00,720
5/8/2004,20:00:00,714
5/8/2004,21:00:00,835
5/8/2004,22:00:00,858
5/8/2004,23:00:00,979
5/9/2004,0:00:00,952
5/9/2004,1:00:00,862
5/9/2004,2:00:00,879
5/9/2004,3:00:00,848
5/9/2004,4:00:00,856
5/9/2004,5:00:00,825
5/9/2004,6:00:00,987
5/9/2004,7:00:00,1050
5/9/2004,8:00:00,1266
5/9/2004,9:00:00,1068
5/9/2004,10:00:00,1025
5/9/2004,11:00:00,1008
5/9/2004,12:00:00,940
5/9/2004,13:00:00,1041
5/9/2004,14:00:00,997
5/9/2004,15:00:00,892
5/9/2004,16:00:00,1048
5/9/2004,17:00:00,1011
5/9/2004,18:00:00,972
5/9/2004,19:00:00,850
5/9/2004,20:00:00,833
5/9/2004,21:00:00,889
5/9/2004,22:00:00,866
5/9/2004,23:00:00,845
